XX,10,XX,15,16,21,24,XX,34,46,XX,49,59,XX,61,XX,63,XX,65,74,XX,76,83,XX,XX,XX,XX,0202
17,22,30,XX,31,33,39,XX,40,44,XX,48,XX,49,XX,53,XX,57,62,72,85,XX,XX,XX,XX,XX,XX,0203
XX,09,XX,16,XX,21,25,29,37,45,55,XX,62,XX,67,70,71,XX,76,81,86,XX,XX,XX,XX,XX,XX,0204
XX,12,13,XX,33,XX,36,44,56,XX,58,XX,61,63,69,71,76,77,81,85,XX,XX,XX,XX,XX,XX,XX,0205
XX,02,XX,15,XX,19,XX,24,XX,25,26,XX,29,32,44,60,63,XX,71,74,87,88,XX,XX,XX,XX,XX,0206
03,XX,11,19,XX,20,26,XX,34,XX,37,XX,45,50,XX,53,57,67,68,76,89,XX,XX,XX,XX,XX,XX,0207
03,XX,06,10,15,19,22,25,XX,38,XX,42,XX,44,XX,45,54,XX,64,69,XX,75,XX,XX,XX,XX,XX,0208
04,19,XX,23,30,31,32,34,XX,47,53,60,XX,61,XX,63,75,XX,86,89,XX,XX,XX,XX,XX,XX,XX,0209
02,XX,04,05,11,XX,12,17,19,36,42,XX,46,50,56,XX,63,XX,72,XX,85,XX,XX,XX,XX,XX,XX,0210
XX,06,XX,08,09,16,XX,30,XX,35,XX,40,41,50,52,69,XX,73,75,81,XX,90,XX,XX,XX,XX,XX,0211
10,16,18,XX,29,33,XX,37,XX,44,47,XX,69,XX,73,75,81,82,XX,86,90,XX,XX,XX,XX,XX,XX,0212
02,03,04,XX,10,41,45,46,50,XX,55,XX,59,XX,66,70,76,78,XX,85,XX,XX,XX,XX,XX,XX,XX,0213
06,17,21,30,XX,41,43,48,XX,50,XX,52,57,XX,58,XX,69,74,XX,83,XX,86,XX,XX,XX,XX,XX,0214
02,XX,03,06,XX,24,36,38,57,XX,63,65,66,XX,69,XX,75,XX,80,84,XX,89,XX,XX,XX,XX,XX,0215
12,XX,17,XX,19,29,31,36,53,XX,56,XX,61,67,68,79,85,XX,87,88,XX,XX,XX,XX,XX,XX,XX,0216
08,XX,11,XX,16,XX,32,36,38,XX,41,XX,50,XX,58,XX,63,64,XX,66,67,74,XX,79,XX,XX,XX,0217
XX,09,XX,14,24,25,XX,26,33,39,XX,40,44,XX,46,XX,50,62,68,79,85,XX,XX,XX,XX,XX,XX,0218
01,XX,02,XX,10,16,26,31,XX,43,45,52,XX,58,XX,69,74,79,83,XX,85,XX,XX,XX,XX,XX,XX,0219
XX,03,09,XX,20,25,28,32,XX,33,XX,40,67,70,XX,75,80,83,XX,84,XX,89,XX,XX,XX,XX,XX,0220
XX,03,XX,07,XX,12,XX,17,21,33,49,51,54,56,XX,62,63,XX,65,XX,75,87,XX,XX,XX,XX,XX,0221
01,XX,02,06,15,17,21,22,24,43,47,XX,50,52,XX,67,XX,82,XX,84,XX,XX,XX,XX,XX,XX,XX,0222
01,02,03,15,XX,18,23,XX,32,33,35,50,XX,51,XX,62,XX,75,78,89,XX,XX,XX,XX,XX,XX,XX,0223
01,10,XX,11,21,28,40,XX,47,55,XX,56,57,XX,61,XX,63,XX,65,XX,69,71,XX,XX,XX,XX,XX,0224
01,03,XX,10,11,23,XX,29,XX,45,47,XX,54,64,XX,74,77,XX,78,XX,84,87,XX,XX,XX,XX,XX,0225
09,XX,18,XX,24,XX,32,XX,34,40,46,49,XX,52,55,67,71,73,XX,80,XX,89,XX,XX,XX,XX,XX,0226
09,11,XX,14,18,20,22,41,43,XX,52,XX,61,64,XX,65,XX,67,68,XX,69,XX,XX,XX,XX,XX,XX,0227
03,07,21,XX,27,38,XX,39,42,XX,55,XX,67,XX,68,69,XX,72,75,XX,84,XX,88,XX,XX,XX,XX,0228
XX,13,18,XX,21,22,XX,23,26,XX,30,XX,31,43,47,48,53,58,XX,69,83,XX,XX,XX,XX,XX,XX,0229
01,XX,04,06,XX,12,14,XX,23,32,41,47,54,XX,58,66,67,XX,72,77,XX,XX,XX,XX,XX,XX,XX,0230
01,07,XX,15,21,22,35,38,XX,50,62,65,XX,67,XX,68,82,XX,83,XX,90,XX,XX,XX,XX,XX,XX,0231
XX,01,04,XX,08,10,XX,21,XX,25,27,XX,29,XX,30,60,XX,61,63,70,72,88,XX,XX,XX,XX,XX,0232
XX,02,XX,07,09,26,29,XX,31,XX,32,42,45,46,XX,59,XX,67,69,XX,76,79,XX,XX,XX,XX,XX,0233
XX,05,20,31,32,XX,35,44,45,48,56,XX,58,63,XX,66,XX,71,74,89,XX,XX,XX,XX,XX,XX,XX,0234
XX,04,05,10,16,XX,40,XX,41,51,XX,57,XX,70,XX,71,75,XX,84,85,87,89,XX,XX,XX,XX,XX,0235
XX,20,XX,28,30,XX,31,XX,32,33,35,38,XX,47,54,66,71,73,XX,77,87,XX,XX,XX,XX,XX,XX,0236
XX,11,XX,14,16,XX,18,XX,22,XX,27,XX,30,XX,32,XX,33,35,40,65,XX,66,77,78,XX,XX,XX,0237
02,07,14,31,XX,33,XX,38,47,XX,49,XX,56,XX,64,69,73,XX,81,83,84,XX,XX,XX,XX,XX,XX,0238
01,XX,05,06,XX,08,12,XX,22,27,XX,32,33,51,XX,73,XX,75,XX,80,81,85,XX,XX,XX,XX,XX,0239
04,08,11,12,XX,19,21,26,XX,38,XX,43,52,57,XX,61,72,XX,76,77,XX,XX,XX,XX,XX,XX,XX,0240
XX,12,15,XX,27,29,43,52,XX,54,XX,55,XX,63,64,71,XX,73,74,78,XX,89,XX,XX,XX,XX,XX,0241
XX,05,XX,11,21,33,XX,35,42,XX,50,54,64,65,71,XX,72,XX,76,XX,78,XX,88,XX,XX,XX,XX,0242
08,19,XX,28,XX,33,XX,35,44,48,XX,58,XX,66,70,73,76,77,84,89,XX,XX,XX,XX,XX,XX,XX,0243
XX,02,06,12,XX,24,XX,31,35,39,40,XX,45,XX,48,XX,49,50,65,XX,81,88,XX,XX,XX,XX,XX,0244
XX,01,09,26,XX,37,41,45,52,59,XX,63,68,XX,70,71,XX,73,XX,85,XX,87,XX,XX,XX,XX,XX,0245
XX,01,XX,02,05,18,32,XX,40,41,43,45,51,XX,69,75,80,XX,81,85,XX,XX,XX,XX,XX,XX,XX,0246
02,10,13,XX,23,XX,26,XX,28,37,XX,43,XX,54,64,XX,67,68,74,XX,80,86,XX,XX,XX,XX,XX,0247
XX,03,12,XX,19,XX,23,XX,31,32,36,XX,39,50,54,57,XX,73,74,81,XX,87,XX,XX,XX,XX,XX,0248
XX,05,XX,07,08,15,33,40,XX,43,50,51,XX,53,59,XX,63,69,XX,75,XX,88,XX,XX,XX,XX,XX,0249
01,05,07,XX,21,XX,24,33,XX,43,46,XX,47,53,XX,57,60,75,XX,76,XX,78,XX,XX,XX,XX,XX,0250
17,23,XX,29,41,XX,51,62,65,XX,68,XX,70,80,82,84,86,88,XX,90,XX,XX,XX,XX,XX,XX,XX,0251
XX,08,13,XX,19,21,22,24,XX,25,XX,40,XX,41,47,68,69,75,82,XX,83,XX,XX,XX,XX,XX,XX,0252
01,XX,06,12,XX,13,XX,18,XX,21,XX,59,XX,62,63,XX,66,XX,73,75,77,79,84,XX,XX,XX,XX,0253
XX,09,14,XX,15,XX,19,XX,27,31,35,44,45,46,XX,54,XX,70,72,76,XX,78,XX,XX,XX,XX,XX,0254
02,XX,03,20,XX,22,23,XX,27,XX,50,53,62,74,78,79,XX,83,84,XX,89,XX,XX,XX,XX,XX,XX,0255
XX,03,XX,07,10,XX,27,32,XX,33,43,XX,56,XX,61,XX,66,75,XX,79,85,88,89,XX,XX,XX,XX,0256
XX,02,03,XX,07,XX,20,26,27,XX,36,XX,38,49,XX,50,52,XX,62,XX,63,XX,68,75,XX,XX,XX,0257
05,08,09,XX,15,18,19,XX,23,37,XX,46,47,XX,53,XX,70,74,XX,76,82,XX,XX,XX,XX,XX,XX,0258
06,XX,09,XX,12,13,XX,16,25,27,XX,32,36,XX,63,71,XX,74,XX,79,XX,85,XX,89,XX,XX,XX,0259
05,07,10,XX,11,14,XX,19,XX,35,41,XX,47,XX,60,XX,61,63,XX,71,XX,73,84,XX,XX,XX,XX,0260
XX,01,XX,05,09,10,13,XX,22,23,40,XX,42,50,XX,70,78,XX,79,84,85,XX,XX,XX,XX,XX,XX,0261
06,10,28,29,XX,31,XX,36,XX,43,XX,48,49,52,61,XX,64,XX,68,75,XX,88,XX,XX,XX,XX,XX,0262
XX,09,12,36,40,XX,43,44,50,54,61,62,63,XX,75,XX,77,83,XX,86,XX,XX,XX,XX,XX,XX,XX,0263
01,XX,04,10,XX,11,12,16,XX,42,45,49,58,61,63,XX,72,85,XX,90,XX,XX,XX,XX,XX,XX,XX,0264
XX,10,XX,14,XX,20,21,XX,27,XX,34,XX,37,XX,40,XX,45,48,49,61,73,86,90,XX,XX,XX,XX,0265
05,11,12,16,XX,23,XX,24,XX,28,XX,39,49,XX,54,57,63,72,XX,82,XX,90,XX,XX,XX,XX,XX,0266
02,XX,05,XX,12,16,18,XX,26,30,XX,31,39,XX,45,XX,52,59,XX,61,XX,84,85,XX,XX,XX,XX,0267
XX,03,XX,14,21,XX,38,45,XX,63,68,71,76,XX,78,XX,79,82,85,86,XX,89,XX,XX,XX,XX,XX,0268
04,05,08,XX,11,15,25,XX,31,XX,40,XX,43,51,67,XX,72,XX,76,XX,79,84,XX,XX,XX,XX,XX,0269
XX,04,XX,06,09,17,18,XX,20,XX,26,28,30,35,41,57,XX,69,81,82,XX,XX,XX,XX,XX,XX,XX,0270
09,XX,16,XX,17,22,XX,23,XX,24,27,34,XX,39,41,45,XX,49,52,53,69,XX,XX,XX,XX,XX,XX,0271
XX,04,13,44,XX,45,47,50,61,XX,62,64,XX,68,XX,70,71,77,XX,78,82,XX,XX,XX,XX,XX,XX,0272
XX,07,XX,09,12,XX,15,16,XX,17,18,XX,20,34,45,XX,48,53,XX,56,63,XX,84,XX,XX,XX,XX,0273
05,06,XX,07,09,13,XX,19,22,24,50,52,XX,62,64,XX,65,71,XX,77,XX,XX,XX,XX,XX,XX,XX,0274
01,06,XX,14,XX,25,27,XX,34,35,38,41,XX,50,XX,59,XX,62,XX,78,XX,80,90,XX,XX,XX,XX,0275
XX,02,XX,11,17,21,23,XX,41,XX,48,57,64,67,XX,79,81,86,87,89,XX,XX,XX,XX,XX,XX,XX,0276
14,XX,38,XX,39,XX,42,46,47,XX,51,56,64,XX,65,XX,68,XX,71,79,86,XX,87,XX,XX,XX,XX,0277
01,XX,07,XX,09,14,16,22,23,XX,24,34,38,66,XX,70,XX,81,XX,83,85,XX,XX,XX,XX,XX,XX,0278
XX,03,14,17,28,34,XX,35,36,37,XX,40,XX,47,49,54,XX,58,67,XX,90,XX,XX,XX,XX,XX,XX,0279
02,20,XX,21,33,XX,40,42,XX,45,46,XX,50,51,54,XX,56,71,78,83,XX,XX,XX,XX,XX,XX,XX,0280
12,XX,24,30,XX,37,40,42,XX,47,XX,48,XX,57,63,65,75,XX,76,84,XX,90,XX,XX,XX,XX,XX,0281
XX,08,11,XX,14,XX,15,XX,35,XX,51,57,XX,58,61,63,67,76,XX,80,84,XX,86,XX,XX,XX,XX,0282
XX,03,XX,23,XX,26,XX,30,37,XX,39,58,60,64,XX,65,70,76,82,87,88,XX,XX,XX,XX,XX,XX,0283
05,06,08,XX,13,XX,20,35,XX,36,38,43,45,XX,60,61,64,XX,65,XX,76,XX,XX,XX,XX,XX,XX,0284
10,XX,16,17,XX,18,22,29,33,34,XX,36,XX,41,XX,53,63,XX,65,XX,83,90,XX,XX,XX,XX,XX,0285
XX,03,05,XX,13,18,19,XX,25,XX,27,34,XX,39,XX,45,50,51,57,XX,67,XX,76,XX,XX,XX,XX,0286
XX,03,04,12,13,14,XX,17,22,24,36,XX,46,XX,51,54,XX,55,XX,68,85,XX,XX,XX,XX,XX,XX,0287
09,XX,13,XX,31,34,35,44,59,74,75,XX,77,78,82,83,XX,88,90,XX,XX,XX,XX,XX,XX,XX,XX,0288
18,27,40,46,XX,48,50,59,60,XX,63,XX,69,74,XX,83,85,86,XX,90,XX,XX,XX,XX,XX,XX,XX,0289
XX,05,XX,08,XX,25,XX,35,XX,50,XX,53,54,58,XX,60,XX,63,XX,64,XX,66,72,74,XX,90,XX,0290
XX,02,07,11,XX,28,36,39,XX,43,XX,45,47,60,69,71,XX,72,XX,88,XX,90,XX,XX,XX,XX,XX,0291
02,05,XX,08,29,XX,41,XX,43,50,56,XX,58,65,XX,72,75,XX,77,82,85,XX,XX,XX,XX,XX,XX,0292
XX,04,XX,06,XX,07,11,XX,13,18,XX,20,23,42,51,53,XX,55,XX,59,79,81,XX,XX,XX,XX,XX,0293
XX,06,XX,11,XX,12,XX,15,XX,24,26,30,XX,40,43,49,56,XX,67,75,76,87,XX,XX,XX,XX,XX,0294
09,XX,13,XX,22,XX,25,XX,31,37,39,42,51,58,XX,59,XX,62,XX,64,XX,69,XX,74,XX,XX,XX,0295
03,XX,05,07,XX,12,20,23,27,XX,39,XX,43,XX,56,XX,58,61,70,XX,73,XX,78,XX,XX,XX,XX,0296
08,13,XX,31,XX,33,42,47,XX,60,63,65,XX,71,XX,73,76,XX,80,82,XX,83,XX,XX,XX,XX,XX,0297
03,XX,05,XX,10,XX,11,14,22,XX,40,42,45,48,57,XX,66,XX,74,XX,76,XX,86,XX,XX,XX,XX,0298
05,21,XX,27,31,44,50,51,53,XX,54,XX,57,XX,58,XX,59,XX,71,74,XX,85,XX,XX,XX,XX,XX,0299
01,XX,22,XX,27,28,29,XX,30,45,46,XX,47,50,65,66,80,XX,81,XX,89,XX,XX,XX,XX,XX,XX,0300
XX,02,XX,06,08,11,XX,13,14,XX,31,35,XX,43,50,55,60,XX,61,XX,63,73,XX,XX,XX,XX,XX,0301
03,05,10,XX,18,XX,20,21,XX,29,30,31,33,XX,43,XX,45,XX,55,XX,66,85,XX,XX,XX,XX,XX,0302
XX,07,09,XX,11,XX,16,18,XX,28,XX,34,XX,50,66,XX,70,77,81,XX,84,85,90,XX,XX,XX,XX,0303
XX,02,XX,06,XX,15,23,24,25,31,42,59,XX,62,70,XX,72,XX,73,74,88,XX,XX,XX,XX,XX,XX,0304
XX,05,XX,08,XX,19,33,37,38,40,50,XX,54,XX,63,XX,64,68,XX,72,XX,83,XX,84,XX,XX,XX,0305
13,XX,18,XX,24,XX,29,31,XX,37,43,XX,55,57,XX,58,XX,64,68,XX,76,77,78,XX,XX,XX,XX,0306
XX,03,05,20,23,XX,26,33,XX,39,XX,41,53,XX,68,XX,69,71,75,77,79,XX,XX,XX,XX,XX,XX,0307
XX,04,11,15,18,27,XX,29,37,48,53,59,61,XX,64,71,83,XX,84,XX,XX,XX,XX,XX,XX,XX,XX,0308
XX,04,09,XX,12,17,26,27,XX,32,35,XX,39,XX,46,53,XX,55,XX,59,69,XX,83,XX,XX,XX,XX,0309
08,15,XX,33,37,41,47,XX,48,XX,55,57,XX,63,XX,67,70,77,XX,79,XX,83,XX,XX,XX,XX,XX,0310
XX,08,16,18,XX,24,31,41,44,46,XX,48,XX,58,64,68,XX,74,81,88,XX,XX,XX,XX,XX,XX,XX,0311
XX,09,12,XX,14,XX,15,XX,23,26,30,42,XX,48,49,XX,59,XX,69,84,85,89,XX,XX,XX,XX,XX,0312
XX,06,XX,18,29,31,36,41,48,52,XX,57,XX,60,XX,65,68,72,82,88,XX,XX,XX,XX,XX,XX,XX,0313
XX,03,XX,05,19,21,24,28,29,30,XX,31,34,42,XX,50,51,XX,80,XX,90,XX,XX,XX,XX,XX,XX,0314
XX,04,06,XX,24,XX,26,XX,29,31,32,XX,45,62,66,70,XX,72,74,XX,87,90,XX,XX,XX,XX,XX,0315
XX,17,21,22,23,27,36,38,39,55,59,65,XX,71,81,XX,83,XX,89,XX,XX,XX,XX,XX,XX,XX,XX,0316
03,XX,07,14,17,XX,28,XX,30,XX,45,59,XX,60,61,XX,63,XX,79,80,81,84,XX,XX,XX,XX,XX,0317
04,XX,06,08,28,33,XX,34,38,XX,46,58,XX,59,80,83,XX,84,88,90,XX,XX,XX,XX,XX,XX,XX,0318
02,XX,06,17,XX,26,41,44,XX,50,XX,51,55,XX,66,XX,73,XX,76,80,XX,85,XX,89,XX,XX,XX,0319
03,XX,06,09,11,31,XX,33,XX,47,54,55,56,XX,63,76,77,80,87,XX,XX,XX,XX,XX,XX,XX,XX,0320
04,XX,10,XX,14,XX,16,XX,22,37,42,45,XX,53,69,70,XX,72,XX,76,83,XX,86,XX,XX,XX,XX,0321
XX,06,12,17,19,XX,20,22,23,XX,37,53,XX,59,63,64,XX,73,83,XX,89,XX,XX,XX,XX,XX,XX,0322
01,15,XX,17,22,27,XX,39,XX,42,XX,44,58,XX,59,XX,60,69,75,81,88,XX,XX,XX,XX,XX,XX,0323
03,07,12,15,XX,23,XX,38,XX,41,XX,43,XX,45,47,50,XX,55,59,XX,60,64,XX,XX,XX,XX,XX,0324
11,15,18,XX,33,42,43,53,XX,69,XX,70,74,76,XX,77,XX,81,XX,82,83,XX,XX,XX,XX,XX,XX,0325
03,XX,10,12,XX,20,26,27,XX,36,38,XX,39,XX,51,XX,53,57,61,XX,67,XX,80,XX,XX,XX,XX,0326
02,13,27,XX,28,29,XX,42,49,53,XX,59,XX,60,XX,71,XX,77,78,81,90,XX,XX,XX,XX,XX,XX,0327
07,16,22,XX,28,XX,29,XX,46,52,54,XX,63,68,XX,72,XX,76,XX,86,88,90,XX,XX,XX,XX,XX,0328
XX,05,XX,07,XX,13,14,XX,27,XX,33,XX,38,46,49,XX,64,71,78,XX,79,82,85,XX,XX,XX,XX,0329
06,23,XX,27,XX,32,XX,46,48,51,XX,57,59,60,62,XX,66,XX,72,XX,76,XX,90,XX,XX,XX,XX,0330
02,XX,06,13,19,30,31,XX,33,38,XX,46,50,52,59,60,XX,61,XX,63,XX,XX,XX,XX,XX,XX,XX,0331
XX,02,21,XX,22,23,XX,24,28,XX,57,58,XX,62,63,67,XX,69,71,82,XX,88,XX,XX,XX,XX,XX,0332
11,12,15,20,XX,28,XX,42,XX,48,XX,51,56,XX,61,62,63,67,78,XX,80,XX,XX,XX,XX,XX,XX,0333
07,10,15,20,XX,21,XX,29,33,XX,46,XX,56,XX,59,60,82,XX,83,XX,85,86,XX,XX,XX,XX,XX,0334
03,XX,04,07,XX,15,18,30,32,36,XX,41,55,56,XX,71,XX,80,83,XX,84,XX,XX,XX,XX,XX,XX,0335
XX,11,XX,15,17,XX,23,XX,26,30,32,XX,43,48,65,XX,67,69,XX,71,72,73,XX,XX,XX,XX,XX,0336
XX,03,XX,06,XX,15,27,31,42,XX,45,48,XX,51,64,XX,71,79,81,89,90,XX,XX,XX,XX,XX,XX,0337
07,11,XX,19,20,XX,36,XX,43,53,XX,55,56,XX,61,63,XX,67,72,XX,76,86,XX,XX,XX,XX,XX,0338
10,XX,32,36,XX,42,46,XX,48,56,XX,63,XX,64,68,XX,69,XX,73,76,83,88,XX,XX,XX,XX,XX,0339
XX,03,15,XX,23,XX,25,32,33,XX,34,XX,39,XX,43,XX,55,XX,62,XX,75,XX,84,88,90,XX,XX,0340
XX,11,16,XX,20,34,XX,39,42,46,XX,51,XX,54,63,65,70,74,75,XX,89,XX,XX,XX,XX,XX,XX,0341
XX,04,15,20,22,28,XX,37,40,47,XX,57,58,XX,63,XX,66,XX,67,81,XX,86,XX,XX,XX,XX,XX,0342
XX,05,08,09,18,XX,20,21,XX,24,XX,47,53,XX,61,XX,64,XX,68,XX,78,82,84,XX,XX,XX,XX,0343
XX,05,06,08,XX,20,XX,22,XX,26,32,XX,33,XX,34,XX,39,44,46,47,51,55,XX,XX,XX,XX,XX,0344
XX,02,03,11,XX,15,XX,27,30,35,40,XX,55,59,60,61,XX,62,70,XX,76,XX,XX,XX,XX,XX,XX,0345
XX,02,XX,03,05,XX,24,29,32,42,59,61,63,67,XX,69,XX,71,75,XX,77,XX,XX,XX,XX,XX,XX,0346
XX,01,07,11,XX,12,XX,15,22,23,29,50,XX,51,56,61,XX,64,XX,78,XX,85,XX,XX,XX,XX,XX,0347
01,XX,08,XX,10,XX,24,XX,33,36,37,39,46,64,67,73,81,XX,82,83,XX,XX,XX,XX,XX,XX,XX,0348
02,XX,04,XX,07,XX,18,22,XX,24,XX,32,38,40,49,50,69,XX,70,XX,79,85,XX,XX,XX,XX,XX,0349
04,XX,05,07,29,XX,33,XX,34,XX,46,51,54,55,XX,70,74,76,78,XX,84,XX,XX,XX,XX,XX,XX,0350
10,XX,13,XX,29,35,XX,36,XX,40,46,64,68,70,XX,72,XX,73,XX,84,88,89,XX,XX,XX,XX,XX,0351
07,16,17,XX,18,24,XX,32,41,42,49,XX,50,XX,52,62,XX,63,XX,72,87,XX,XX,XX,XX,XX,XX,0352
01,04,19,23,26,30,43,XX,46,47,56,XX,67,XX,71,74,XX,83,XX,90,XX,XX,XX,XX,XX,XX,XX,0353
XX,10,XX,15,22,30,XX,32,41,42,44,52,53,XX,63,XX,64,73,76,XX,90,XX,XX,XX,XX,XX,XX,0354
XX,04,XX,06,XX,10,XX,17,21,XX,22,50,57,58,XX,63,XX,66,71,75,85,90,XX,XX,XX,XX,XX,0355
02,XX,03,08,XX,09,XX,14,20,XX,22,XX,27,XX,39,44,48,56,61,XX,69,XX,89,XX,XX,XX,XX,0356
21,25,28,XX,31,32,37,39,40,XX,43,XX,51,XX,52,54,58,XX,79,XX,88,XX,XX,XX,XX,XX,XX,0357
XX,21,XX,30,XX,35,XX,40,44,45,XX,46,47,53,59,63,66,73,XX,76,87,XX,XX,XX,XX,XX,XX,0358
09,14,XX,29,30,XX,43,50,60,XX,63,66,XX,73,74,75,76,XX,89,XX,90,XX,XX,XX,XX,XX,XX,0359
02,03,XX,07,XX,15,17,XX,19,23,29,44,XX,48,68,XX,79,82,XX,84,XX,89,XX,XX,XX,XX,XX,0360
XX,01,04,05,XX,06,XX,12,18,21,XX,32,XX,33,46,48,XX,50,XX,73,XX,79,85,XX,XX,XX,XX,0361
07,10,11,16,XX,18,20,XX,21,XX,27,XX,32,34,67,XX,75,81,84,89,XX,XX,XX,XX,XX,XX,XX,0362
13,XX,25,XX,32,33,XX,41,46,XX,55,61,XX,69,70,72,74,78,86,XX,88,XX,XX,XX,XX,XX,XX,0363
XX,05,XX,07,24,26,30,XX,37,XX,45,XX,49,60,62,XX,64,65,XX,72,XX,84,XX,87,XX,XX,XX,0364
04,05,10,12,XX,15,XX,19,21,XX,25,26,28,XX,52,65,77,XX,79,XX,81,XX,XX,XX,XX,XX,XX,0365
12,XX,16,27,XX,30,XX,33,38,39,47,XX,53,54,61,XX,73,84,86,XX,87,XX,XX,XX,XX,XX,XX,0366
14,XX,18,XX,21,26,29,37,39,46,XX,56,XX,62,63,XX,64,XX,66,XX,71,80,XX,XX,XX,XX,XX,0367
02,XX,05,11,XX,17,35,XX,41,49,52,56,XX,64,74,77,XX,83,85,XX,88,XX,XX,XX,XX,XX,XX,0368
02,07,19,XX,27,XX,38,XX,39,42,48,54,56,61,XX,67,81,82,XX,86,XX,XX,XX,XX,XX,XX,XX,0369
XX,03,XX,07,15,19,21,26,43,XX,48,52,XX,65,79,XX,81,XX,84,XX,85,XX,88,XX,XX,XX,XX,0370
03,05,08,16,XX,24,34,XX,57,60,XX,64,67,XX,68,XX,70,XX,72,XX,86,88,XX,XX,XX,XX,XX,0371
XX,04,10,11,21,22,42,49,XX,54,XX,61,62,69,70,73,XX,76,XX,84,XX,XX,XX,XX,XX,XX,XX,0372
XX,02,11,XX,18,XX,19,27,31,34,41,XX,51,61,72,73,76,XX,83,84,XX,XX,XX,XX,XX,XX,XX,0373
06,14,XX,19,20,XX,21,29,42,48,XX,57,XX,64,XX,68,71,81,85,86,XX,XX,XX,XX,XX,XX,XX,0374
03,09,12,XX,16,17,19,23,XX,25,28,XX,31,53,XX,56,XX,65,XX,76,XX,81,XX,XX,XX,XX,XX,0375
06,17,24,XX,32,XX,33,49,52,XX,59,XX,69,77,XX,81,86,XX,87,89,90,XX,XX,XX,XX,XX,XX,0376
02,XX,12,14,16,XX,23,XX,26,XX,29,XX,35,XX,42,43,48,XX,67,XX,74,81,84,XX,XX,XX,XX,0377
XX,02,11,XX,25,XX,30,31,32,37,XX,39,XX,42,45,XX,46,XX,49,XX,61,XX,64,XX,75,XX,XX,0378
XX,11,XX,19,22,XX,29,33,42,47,48,XX,50,51,XX,57,61,69,XX,80,86,XX,XX,XX,XX,XX,XX,0379
04,XX,17,19,20,XX,21,22,XX,29,XX,30,XX,35,41,42,XX,63,73,88,90,XX,XX,XX,XX,XX,XX,0380
XX,16,25,XX,26,28,XX,31,34,40,45,54,XX,55,XX,63,XX,64,66,81,82,XX,XX,XX,XX,XX,XX,0381
03,XX,05,XX,10,12,17,XX,22,XX,25,52,56,XX,64,XX,71,XX,74,XX,77,84,88,XX,XX,XX,XX,0382
XX,03,04,XX,08,XX,27,30,31,54,56,59,XX,64,68,XX,76,XX,77,XX,85,90,XX,XX,XX,XX,XX,0383
XX,04,06,XX,09,XX,12,22,XX,25,27,29,30,40,XX,42,56,57,XX,74,89,XX,XX,XX,XX,XX,XX,0384
XX,02,XX,05,20,XX,32,34,XX,39,XX,41,47,XX,49,XX,58,59,XX,63,71,75,80,XX,XX,XX,XX,0385
XX,07,XX,14,24,26,31,41,XX,47,48,55,XX,59,62,69,XX,75,XX,76,XX,77,XX,XX,XX,XX,XX,0386
XX,05,XX,10,15,20,XX,34,40,50,60,62,XX,66,69,XX,73,76,XX,82,XX,88,XX,XX,XX,XX,XX,0387
22,XX,31,37,XX,41,XX,42,45,52,55,57,XX,59,65,XX,73,XX,74,81,88,XX,XX,XX,XX,XX,XX,0388
XX,15,19,22,XX,26,27,32,33,35,XX,46,49,50,XX,52,XX,64,68,XX,74,XX,XX,XX,XX,XX,XX,0389
XX,10,14,18,XX,30,XX,43,XX,46,XX,48,50,56,58,XX,72,76,77,85,XX,89,XX,XX,XX,XX,XX,0390
XX,05,XX,08,09,XX,23,25,32,XX,38,45,XX,49,XX,55,59,71,XX,77,XX,79,90,XX,XX,XX,XX,0391
01,04,05,XX,23,25,XX,40,48,XX,50,58,62,XX,64,XX,73,XX,79,XX,81,84,XX,XX,XX,XX,XX,0392
08,16,17,XX,21,25,XX,28,XX,30,31,XX,35,XX,43,52,XX,63,72,79,85,XX,XX,XX,XX,XX,XX,0393
10,15,19,XX,42,XX,55,XX,59,62,63,XX,65,73,76,XX,77,82,83,XX,90,XX,XX,XX,XX,XX,XX,0394
04,XX,10,14,XX,21,XX,23,XX,28,XX,29,XX,30,33,36,XX,38,48,XX,72,78,XX,86,XX,XX,XX,0395
02,XX,05,06,XX,13,XX,15,XX,24,XX,37,38,49,XX,52,XX,68,69,70,75,88,XX,XX,XX,XX,XX,0396
01,XX,13,XX,17,20,26,XX,42,49,XX,51,53,XX,54,57,69,84,XX,86,90,XX,XX,XX,XX,XX,XX,0397
XX,02,XX,05,10,14,XX,16,26,XX,28,XX,43,49,51,XX,63,XX,71,73,77,90,XX,XX,XX,XX,XX,0398
XX,07,09,XX,11,16,22,25,32,XX,33,39,49,51,XX,60,62,64,74,XX,XX,XX,XX,XX,XX,XX,XX,0399
07,XX,08,10,XX,17,18,19,23,28,XX,33,XX,53,61,XX,67,XX,78,79,86,XX,XX,XX,XX,XX,XX,0400
09,XX,13,23,XX,24,XX,31,33,XX,38,42,XX,45,51,56,XX,64,66,80,88,XX,XX,XX,XX,XX,XX,0401
XX,07,13,14,XX,25,28,34,42,XX,51,XX,52,XX,53,62,XX,64,70,XX,75,XX,88,XX,XX,XX,XX,0402
XX,08,XX,20,XX,29,33,XX,43,50,51,60,XX,61,XX,62,64,XX,70,74,XX,82,89,XX,XX,XX,XX,0403
